OBJECTID,FEATURE_ID,FROM_MH,LENGTH_FT,DIAMETER,MATERIAL,SLOPE,CFCC,STORMWATER,LANDUSE,PCI,KNOWN_ISSUES,PACP,UPSOURCE,AGE,FLOW_TO,RISE,Shape,GDB_GEOMATTR_DATA,UPSTREAM_CNT,SL_Class,Q_inf,Q,D_LEFT_TARGET,Dn,N_Full,Sed_Vol,DIRECT_CNT,FlushPerYear,VEG_SCORE,Sed_PerYr,MH_ANGLE,V
846,302401048,300724011506.00000000,194.00000000,10,PVC,0.00433913,LOCAL,NULL,NULL,97,LOW,2,NULL,24,300724021101.00000000,0.84179100,0x5F0D0000010429000000081018AB1F95414134B2BE3A896D6C4138D0E9EE239541413C3432B3896D6C4170A4C6B225954141840976EE896D6C41104CC8732895414138383E4D8A6D6C4110D9E62D2B9541411451A6AE8A6D6C41680454DF2D954141E0B25D128B6D6C41F08E45883095414118BBBD778B6D6C41680454DF2D954141E0B25D128B6D6C41C8B9062933954141702EFEDF8B6D6C41307B12BF35954141FC895D4A8C6D6C4140C1B22438954141B0D2DDAF8C6D6C41308212AA3A954141145E551E8D6D6C41C80C54003D954141E8F47C878D6D6C41688B91743F9541419CBFE9F98D6D6C4110FF4393419541415CB86C5F8E6D6C41209D60AC43954141C04665C68E6D6C41187BC27245954141ACAE491F8F6D6C4130C8CF7E4695414140A59D528F6D6C41404F4F8947954141508E95868F6D6C41F89DDFB648954141D8356DC28F6D6C41A8A722E349954141541009FF8F6D6C41C8F43DC64B9541412072C062906D6C41281C8DC84C95414154141599906D6C4178B941C84D954141C807BDCF906D6C41C8E4A0A24F95414138943436916D6C4158F91E77519541419438B89E916D6C4110C14B48539541419CF17008926D6C41C0C2DC405495414178EFC841926D6C41687F20385595414190BFB47B926D6C4160EB1E025795414104B460E8926D6C4148C34F955895414158BF6C4A936D6C418042BDC658954141A8AD6456936D6C41D0CD4A885A954141089DE3C5936D6C412005AE445C954141CC01C836946D6C41C0AFCAFD5D954141CCEAC3A8946D6C418002BBB05F954141347A681C956D6C41A8C30A3E61954141B03B5088956D6C41003809C86295414164814FF5956D6C41C8D3982A64954141DCF73B5A966D6C41A88C38A5659541417CA3C3C8966D6C41D06A3AC666954141B40F7F1A976D6C4101000000010000000001000000FFFFFFFF0000000002,NULL,399,1,NULL,2.00020196,20.37915860,10.01200000,0.01200000,14.63806950,2,NULL,0,0.01411807,NULL,3.73715903
847,302401070,300724012004.00000000,198.00000000,8,PVC,0.00535350,LOCAL,NULL,NULL,71,LOW,NULL,NULL,22,300724012005.00000000,1.05999300,0x5F0D0000010406000000C0923E4CFF9441412C440798C16D6C41882C8B8809954141C02A6ABCC56D6C4138266A4D0A95414178733E0DC66D6C41305F2A641E9541411CB64070CE6D6C41284236FA1F954141CC16FC19CF6D6C4190CB5ECA32954141D85B1DB7D66D6C4101000000010000000001000000FFFFFFFF0000000002,NULL,39,2,NULL,0.19550846,1.79333070,8.01200000,0.01200000,29.27613900,4,NULL,0,0.04322765,90,1.79562894
848,302402007,300724021602.00000000,221.00000000,10,PVC,0.00362365,LOCAL,NULL,NULL,97,LOW,SAG,NULL,24,300724021603.00000000,0.80082600,0x5F0D00000114F05210A0F9954141D0AE2857D26D6C4158FE221D33964141247613D6E96D6C41,NULL,535,1,NULL,2.68197506,29.90166315,10.01200000,0.01200000,0.00000000,0,NULL,0,0.00000000,90,5.01097765
849,302402008,300724021102.00000000,120.00000000,10,PVC,0.00212782,LOCAL,NULL,NULL,72,LOW,NULL,NULL,24,300724021604.00000000,0.25533800,0x5F0D0000010404000000D81B0F74E4964141D8C62BDA966D6C41D0B46A8E01974141FC0BDDFCA16D6C41C8D70B7F02974141A0A02D5DA26D6C41081227F2049741419CB07059A36D6C4101000000010000000001000000FFFFFFFF0000000002,NULL,28,1,NULL,0.14036505,2.04223292,10.01200000,0.01200000,14.63806950,2,NULL,0,0.02282421,NULL,1.31638332
850,302402013,300724021606.00000000,178.00000000,10,PVC,0.00314387,LOCAL,NULL,NULL,72,LOW,SAG,NULL,24,300724021605.00000000,0.55960800,0x5F0D000001042D00000020863094DB96414108EF4BF7CF6D6C41904BAF43DD964141B43595AECF6D6C41A078E1ECDE964141BCE66864CF6D6C41E0D78192E09641411452C418CF6D6C4160204132E296414174A794CBCE6D6C41181A2ECEE3964141E496DC7CCE6D6C41E03C2F64E5964141DCE1FC2CCE6D6C41F0484FF4E6964141E8C694DBCD6D6C412842907FE89641414466B488CD6D6C41B0E8FC05EA964141E40F5934CD6D6C4150B87D86EB964141D42509DFCC6D6C4118F4DE01ED96414114F64088CC6D6C41209A9F77EE9641419C014130CC6D6C4160F18DE9EF9641416C4809D7CB6D6C41D8319B55F19641419049597CCB6D6C41589FBEBCF2964141C4E42020CB6D6C4130FF5A20F4964141B87C11C3CA6D6C41008C0D7FF5964141848E6964CA6D6C411802DFD7F6964141D4FB9904CA6D6C4158AA1E2DF8964141B474A5A3C96D6C41D084CC7EF996414198586641C96D6C4170CB5ACBFA964141104802DEC86D6C4138804A13FC96414198D11579C86D6C4118A39B56FD964141A4374213C86D6C412832CD94FE964141FC57F6ABC76D6C41A86A28CDFF964141A0B37243C76D6C412051DA0001974141D09B0ADAC66D6C41A8CFFBC6019741412CBD1694C66D6C41D89F6A2E029741414CBF6A6FC66D6C41B8DB1B570397414158EEA503C66D6C41007CA978049741412CE74596C56D6C4160C40A9405974141C4DC0E28C56D6C41207148A806974141F00EF6B8C46D6C41F8469AB607974141242B5248C46D6C41283C7BBC08974141D823C7D6C36D6C41A01A7BBC0997414164796A64C36D6C4178DC16B50A974141308B16F1C26D6C41608279A60B97414148D88A7CC26D6C41B0D105920C974141ECB11A07C26D6C41308016750D9741411468C390C16D6C41E8D2F8500E974141C4AA8719C16D6C41E88DB9260F974141007A67A1C06D6C4138F6A5F70F974141FCF7F328C06D6C41B03E57C0109741418C815BAFBF6D6C41A861F8B011974141EC084018BF6D6C4101000000010000000001000000FFFFFFFF0000000002,NULL,546,1,NULL,2.73711847,32.76234936,10.01200000,0.01200000,7.31903475,1,NULL,0,0.00769354,90,5.11400709
851,302402014,300724021605.00000000,72.00000000,10,PVC,0.00001350,LOCAL,NULL,NULL,72,LOW,SAG,NULL,24,300724021609.00000000,0.00097200,0x5F0D00000114A861F8B011974141EC084018BF6D6C41885FB1EF339741410803EF17C26D6C41,NULL,581,1,NULL,2.91257479,532.01506884,10.01200000,0.01200000,0.00000000,0,NULL,0,0.00000000,NULL,5.44182807
852,302401002,300724010903.00000000,109.00000000,8,PVC,0.01849566,LOCAL,NULL,NULL,71,LOW,NULL,NULL,21,300724010902.00000000,2.01602700,0x5F0D00000104030000001097D524A8904141E89E7B278D6C6C4188C02478B8904141449C473C8F6C6C4180201F22D990414148995A07936C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,22,2,NULL,0.11028683,0.54425505,8.01200000,0.01200000,7.31903475,1,NULL,0,0.01963089,90,2.21907461
853,302401003,300724010902.00000000,242.00000000,8,PVC,0.00548016,LOCAL,NULL,NULL,71,LOW,NULL,NULL,21,300724010904.00000000,1.32619900,0x5F0D000001040800000080201F22D990414148995A07936C6C41805D4DD3CF9041413C500D45986C6C4160F33D86CF904141D82D557E986C6C41E0E1E362C0904141C8433FC5A06C6C41A0C77410BD90414104707393A26C6C41B8E3067EB0904141249ED278A96C6C4128412562AA904141389A89E4AC6C6C41D077B745A7904141B89524A6AE6C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,25,2,NULL,0.12532594,1.13620863,8.01200000,0.01200000,43.91420850,6,NULL,0,0.05305213,NULL,1.83647230
854,302401004,300724010904.00000000,143.00000000,8,PVC,0.00428517,LOCAL,NULL,SCHOOL,71,LOW,NULL,NULL,21,300724010919.00000000,0.61277900,0x5F0D0000010405000000D077B745A7904141B89524A6AE6C6C4128D73A7C9F9041414C36247EB16C6C4190158F2A8E904141D8044BDFB76C6C4128A02F65899041411C31D398B96C6C41F0C2E9067F90414154333E65BD6C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,31,2,NULL,0.15540416,1.59328088,8.01200000,0.01200000,21.95710425,3,NULL,0,0.04489026,90,1.42729480
855,302401005,300724010919.00000000,59.00000000,8,PVC,0.00621439,LOCAL,NULL,SCHOOL,71,LOW,NULL,NULL,21,300724010906.00000000,0.36664900,0x5F0D0000010404000000F0C2E9067F90414154333E65BD6C6C413855B00E72904141ECDE9055C26C6C414040E4AD70904141F0E2F0DAC26C6C41386403E86E90414158A4DC84C36C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,42,2,NULL,0.21054757,1.79252290,8.01200000,0.01200000,14.63806950,2,NULL,0,0.07253458,NULL,1.93375423
856,302401006,300724010906.00000000,153.00000000,8,PVC,0.00366642,LOCAL,NULL,SCHOOL,71,LOW,NULL,NULL,21,300724010907.00000000,0.56096300,0x5F0D0000010405000000386403E86E90414158A4DC84C36C6C4190E405F360904141BC8ECBD4CA6C6C41C0ABE5975B9041416417BFAACD6C6C4170CB472851904141CC5DBE32D36C6C41D02F4A494E904141588DC5C3D46C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,44,2,NULL,0.22057365,2.44481643,8.01200000,0.01200000,21.95710425,3,NULL,0,0.04195626,NULL,1.69168981
857,302401007,300724010907.00000000,116.00000000,8,PVC,0.00402837,LOCAL,NULL,SCHOOL,71,LOW,NULL,NULL,21,300724010908.00000000,0.46729100,0x5F0D0000010404000000D02F4A494E904141588DC5C3D46C6C419882DBB64790414194041406DB6C6C4168F1881D479041413C98E79BDB6C6C41401A4ECA3F904141E0D552C3E26C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,47,2,NULL,0.23561276,2.49142525,8.01200000,0.01200000,14.63806950,2,NULL,0,0.03689259,90,1.80703227
858,302401008,300724010909.00000000,191.00000000,8,PVC,0.01709903,LOCAL,NULL,SCHOOL,71,LOW,NULL,NULL,21,300724010908.00000000,3.26591500,0x5F0D0000010404000000E039EEEEE18F4141F8A47383DE6C6C413866D94AF18F4141C4D41631DF6C6C41801D127522904141ACE14273E16C6C41401A4ECA3F904141E0D552C3E26C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,21,2,NULL,0.10527379,0.54031653,8.01200000,0.01200000,14.63806950,2,NULL,0,0.02240597,90,2.11820754
859,302401009,300724010910.00000000,343.00000000,8,PVC,0.00491663,LOCAL,NULL,NULL,74,LOW,NULL,NULL,21,300724010911.00000000,1.68640300,0x5F0D000001040E00000000BEEE397D91414130B014E6AC6C6C41588C604D7B91414150BBA596AD6C6C4168809E417A914141C8AC24F6AD6C6C4110B73025779141413C72C410AF6C6C41D04B7EC6749141416CE460E8AF6C6C41C8B3F1C46B91414190913FF5B26C6C41A832B224649141414C05A8C1B56C6C4120FBC6FD4F9141418C84B60EBD6C6C41384B49294B914141D0ADBDCFBE6C6C4100F6F7043C91414134418D4AC46C6C41D837E99736914141B43ED84EC66C6C41A0B45D56259141412023B398CC6C6C415828BF0620914141384CE77ECE6C6C41D8E4CF5E1B91414100EA2624D06C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.04798231,8.01200000,0.01200000,87.82841700,12,NULL,0,0.16440001,NULL,0.76827010
860,302401010,300724010911.00000000,152.00000000,8,PVC,0.00440528,LOCAL,NULL,NULL,74,LOW,NULL,NULL,21,300724010912.00000000,0.66960300,0x5F0D0000010412000000D8E4CF5E1B91414100EA2624D06C6C41100272FA1991414124BAEDB4D06C6C41C0AA33DB1891414140423A37D16C6C41E8B3CFB317914141EC56A2B8D16C6C41205A64831691414158997639D26C6C412069835D15914141A4BAB9B1D26C6C41D83580261491414144E82D2DD36C6C41A05D51B4129141413CEB8DBAD36C6C417802614111914141E4CB3143D46C6C413862D31F10914141B047A1ADD46C6C4100C731A40D914141C0696DAAD56C6C4168CF65630B914141F0D88889D66C6C4190F913550A914141A4A07403D76C6C412864E703079141415008BD3FD86C6C41888854CA0491414164C2A821D96C6C41384DC587009141416480A4DBDA6C6C416035756FFC90414144D3BF92DC6C6C41782058A0F390414148E93243E06C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,12,2,NULL,0.06015645,0.60828789,8.01200000,0.01200000,21.95710425,3,NULL,0,0.04223229,NULL,1.21040428
861,302401011,300724010912.00000000,83.00000000,8,PVC,0.00920643,LOCAL,NULL,NULL,78,LOW,NULL,NULL,21,300724011408.00000000,0.76413400,0x5F0D0000010405000000782058A0F390414148E93243E06C6C41F8730A94F19041410C08B3E8E16C6C4170B9E7F7EF90414150491659E36C6C4120B1290EEF904141489C4E3DE46C6C41981C1D82E890414110551163EA6C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,15,2,NULL,0.07519556,0.52596919,8.01200000,0.01200000,14.63806950,2,NULL,0,0.05156072,90,1.51300530
862,302401012,300724011407.00000000,94.00000000,8,PVC,0.02449760,LOCAL,NULL,NULL,78,LOW,NULL,NULL,21,300724011408.00000000,2.30277400,0x5F0D0000010406000000008272E4B99041417C53F182E86C6C41B8E2F550BC9041418C0879A9E86C6C4110A22262BE904141D42CB6AEE86C6C4160DDB1A4C2904141ACA821DBE86C6C41D8F4B330C79041416C6F5D0AE96C6C41981C1D82E890414110551163EA6C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.02149578,8.01200000,0.01200000,7.31903475,1,NULL,0,0.04999040,90,0.76827010
863,302401013,300724011408.00000000,132.00000000,8,PVC,0.02460123,LOCAL,NULL,NULL,78,LOW,NULL,NULL,21,300724011409.00000000,3.24736300,0x5F0D00000114981C1D82E890414110551163EA6C6C41484ECC5D2791414160C79F82EF6C6C41,NULL,18,2,NULL,0.09023467,0.38610796,8.01200000,0.01200000,0.00000000,0,NULL,0,0.00000000,NULL,2.74827489
864,302401018,300724010908.00000000,391.00000000,8,PVC,0.01513395,LOCAL,NULL,SCHOOL,71,LOW,NULL,NULL,21,300724011411.00000000,5.91737500,0x5F0D0000010406000000401A4ECA3F904141E0D552C3E26C6C416008DF373C9041415420393CE96C6C4108DB1B6B34904141F8D65AB7F76C6C41B831BDB02E90414160BAFC4C026D6C417849422829904141A4460EF50B6D6C4118645EEB2490414124E5D420136D6C4101000000010000000001000000FFFFFFFF0000000002,NULL,72,2,NULL,0.36093870,1.96911479,8.01200000,0.01200000,29.27613900,4,NULL,0,0.02189022,90,3.31500732
865,302401020,300724011507.00000000,368.00000000,8,PVC,0.00493733,LOCAL,0,NULL,89,LOW,NULL,NULL,21,300724011418.00000000,1.81693800,0x5F0D0000011498C2CF530D924141A899A1E0146D6C41B89F6618A4914141E8FFC89E3A6D6C41,NULL,34,2,NULL,0.17044328,1.62797427,8.01200000,0.01200000,0.00000000,0,NULL,3,0.00000000,NULL,1.56542017
866,302401021,300724011418.00000000,206.00000000,8,PVC,0.00455007,LOCAL,NULL,NULL,88,LOW,NULL,NULL,21,300724011417.00000000,0.93731500,0x5F0D00000114B89F6618A4914141E8FFC89E3A6D6C41280B72BA6B91414160F5803D506D6C41,NULL,34,2,NULL,0.17044328,1.69583883,8.01200000,0.01200000,0.00000000,0,NULL,0,0.00000000,NULL,1.56542017
867,302401241,300724011411.00000000,397.00000000,8,PVC,0.03611582,LOCAL,0,NULL,71,LOW,NULL,NULL,18,300724011921.00000000,NULL,0x5F0D000001040B000000A8BDD469618F41413C50279C0A6D6C4190192839668F4141D0F8FECF0A6D6C41205462B8868F4141FC3AE3480C6D6C412841FF06898F41414073D6630C6D6C4130B879B1B08F4141F44332330E6D6C41B89E4793B38F4141B0A5BA540E6D6C4170D75E96D48F414110EA75D60F6D6C41585B3125D88F4141006B0E00106D6C41F09827B8FE8F4141B06B01C3116D6C41383AFA660190414180B57DE2116D6C4118645EEB2490414124E5D420136D6C4101000000010000000001000000FFFFFFFF0000000002,NULL,127,2,NULL,0.63665576,2.24837975,8.01200000,0.01200000,65.87131275,9,NULL,0,0.04850861,NULL,4.88283192
868,302401262,300724010928.00000000,132.00000000,8,PVC,0.03971773,LOCAL,NULL,NULL,79,LOW,NULL,NULL,17,300724010929.00000000,5.24274100,0x5F0D000001040700000010FC28795F8F414150794744676C6C41508BD4E9628F41418416BF2A676C6C4160756417678F4141B44E2F18676C6C4138BF74FA6A8F414114D64601676C6C4160AEC5E8728F4141A495CED7666C6C4130C24DDE898F4141E49BF350666C6C414871FBFBA08F41412C830ADF656C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.01688195,8.01200000,0.01200000,36.59517375,5,NULL,0,0.17799619,NULL,0.76827010
869,302401263,300724010929.00000000,103.00000000,8,PVC,0.04217963,LOCAL,NULL,NULL,79,LOW,NULL,NULL,17,300724010930.00000000,4.34450200,0x5F0D00000104050000004871FBFBA08F41412C830ADF656C6C4178A8CC34A48F4141346DB25D666C6C415828E577BB8F414138EF65AE6A6C6C41188A6121C58F4141CCBC15816C6C6C4130CDF465C98F4141EC13A66E6D6C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,5,2,NULL,0.02506519,0.08190933,8.01200000,0.01200000,21.95710425,3,NULL,0,0.06232337,NULL,3.84134897
870,302401264,300724010930.00000000,153.00000000,8,PVC,0.02495892,LOCAL,NULL,SCHOOL,80,LOW,NULL,NULL,17,300724010931.00000000,3.81871500,0x5F0D000001040500000030CDF465C98F4141EC13A66E6D6C6C41F8C2D129CA8F41419459FD046E6C6C416029715AD88F414100D73B42786C6C4140486218D98F4141282943CB786C6C41E803DC75E28F4141181E2E8D7F6C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,8,2,NULL,0.04010430,0.17036947,8.01200000,0.01200000,21.95710425,3,NULL,0,0.04195626,90,2.20756116
871,302401268,300724010934.00000000,145.00000000,8,PVC,0.02231701,LOCAL,NULL,NULL,80,LOW,NULL,NULL,17,300724010935.00000000,3.23596600,0x5F0D000001040E000000482B1DD7488F414144692F508F6C6C410041DF77448F41419C2A52B8906C6C4110A63BDB418F4141400D5298916C6C4158762EEF3F8F41419882EE57926C6C41B8707F473D8F414118E2B185936C6C4170FD4EB4388F4141187049CC956C6C41E0919E76368F414158B38128976C6C4198513F3C358F414160B76819986C6C41A0773DFB338F4141C4C8D82E996C6C4110CFFFC6328F4141BC6C418B9A6C6C41F047300F328F414140E5B8899B6C6C4138E8F12F318F4141B8E1D0159D6C6C4180996FD9308F4141A4B3CC379E6C6C4148275EAB308F4141B03CDB19A06C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.02252148,8.01200000,0.01200000,29.27613900,4,NULL,0,0.12963034,NULL,0.76827010
872,302401269,300724010935.00000000,276.00000000,8,PVC,0.03838683,LOCAL,NULL,NULL,80,LOW,NULL,NULL,17,300724010915.00000000,10.59476600,0x5F0D000001041300000048275EAB308F4141B03CDB19A06C6C41906980BC308F41416009D763A16C6C41389971FA308F414190E909F7A76C6C4138AE7F31318F414144D234CEAD6C6C41E8472238318F4141386DD9E9AD6C6C41E0D91EC1318F41415497EC5CB06C6C41581E7004328F4141541C8DE2B06C6C41880FFF5B338F4141F06EB891B36C6C4198DBBD90338F4141FC58B4FBB36C6C4138AF90BF348F41414404FCB4B56C6C4100602E59368F4141D0D0FF7AB76C6C41583EDEAB378F4141787FC2CDB86C6C41A0BC0F6A398F4141AC0D4E5ABA6C6C4160DB6EA43B8F414188CBCA24BC6C6C4170F52FC53E8F414158B86556BE6C6C4158385C6B3F8F41411080A5BBBE6C6C41904AFDDB408F4141EC03F69BBF6C6C417839FF7C418F4141CC4DA1FDBF6C6C41708E3A10458F4141B0AFC8FAC16C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,4,2,NULL,0.02005215,0.06868842,8.01200000,0.01200000,51.23324325,7,NULL,0,0.05426950,NULL,3.07307887
873,302401266,300724010931.00000000,68.00000000,8,PVC,0.02343047,LOCAL,NULL,SCHOOL,80,LOW,NULL,NULL,17,300724010932.00000000,1.59327200,0x5F0D0000010403000000E803DC75E28F4141181E2E8D7F6C6C4110E12BAFF78F414140497AB47D6C6C4188A646BD029041412C1023BE7C6C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,15,2,NULL,0.07519556,0.32969733,8.01200000,0.01200000,7.31903475,1,NULL,0,0.03146716,NULL,2.29022912
874,302401259,300724010925.00000000,288.00000000,8,PVC,0.01879401,LOCAL,NULL,NULL,80,LOW,NULL,NULL,17,300724010926.00000000,5.41267500,0x5F0D000001040600000038D2BFAB858E414138FF1CA59B6C6C41E86D12F5858E4141C4BCA769A36C6C4158A65F56868E4141DCFA9CB7AD6C6C4168E60288868E4141FC6BACEFB26C6C419846DFA0868E41412400F896B56C6C41E83DE101878E414110FCF5D7BF6C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,18,2,NULL,0.09023467,0.44175090,8.01200000,0.01200000,29.27613900,4,NULL,0,0.02971901,NULL,2.74827489
875,302401260,300724010926.00000000,291.00000000,8,PVC,0.01788711,LOCAL,NULL,NULL,80,LOW,NULL,NULL,17,300724010927.00000000,5.20514800,0x5F0D0000010407000000E83DE101878E414110FCF5D7BF6C6C41287E3265878E4141ACA33DADC16C6C41B03FC2A7878E4141E03EEB01CA6C6C41905020AC878E4141F0DC6E9ACA6C6C41E847220D888E4141202D61C0D66C6C41A873114A888E4141E0A11B72DE6C6C41F0626177888E4141D041CA21E46C6C4101000000010000000001000000FFFFFFFF0000000002,NULL,22,2,NULL,0.11028683,0.55343586,8.01200000,0.01200000,36.59517375,5,NULL,0,0.03676578,NULL,2.21907461
876,302410003,300724100304.00000000,359.00000000,10,PVC,0.00343038,COLLECTOR,NULL,NULL,87,LOW,2,NULL,18,300724100302.00000000,1.23150800,0x5F0D000001042E0000009046055D189F4141AC37907D1C776C41186BA5C21B9F414114657CEF19776C41C847C41C1C9F4141641CFC8919776C41C083C5F21C9F4141F057B49018776C41E82BA7C31D9F41413842199717776C416838658D1E9F4141540AED9C16776C4110B384521F9F41416022BEA215776C4170D673CF1F9F414108F8C8FE14776C4100968211209F4141806951A814776C4120D804C8209F4141203F81AD13776C4168CD357B219F4141B8B22AB212776C4100AA0428229F414118B6C6B611776C41C0ABE5CD229F4141843822BB10776C41D015A56D239F4141A8692ABF0F776C4120698307249F4141C81B73C30E776C418864359B249F4141B47AE7C60D776C4158C4C327259F414160B94BCA0C776C413096B5B0259F414114776FCD0B776C4160CC8332269F4141C83493D00A776C41D825E3AC269F4141F44F10D309776C4168EDA322279F4141A80D34D608776C4160194191279F4141DCA770D807776C4170EDB1F9279F41411CF2AFDA06776C4178F5632D289F414118EE4F5506776C41C8AA415C289F4141146CDCDC05776C413810A5B8289F41411065C8DE04776C41181F320F299F41410C5EB4E003776C410857D35F299F414100A79DE202776C41687210A9299F4141041F49E401776C41C02415B6299F414148A689B401776C41C0BA63ED299F4141842591E500776C4170E8D32A2A9F41417CED39E7FF766C41687E22622A9F414100F481E8FE766C4180BC44932A9F4141887989E9FD766C4108A490BE2A9F4141BCE282EBFC766C41A833B0E32A9F4141001737ECFB766C4160ECE3022B9F4141889C3EEDFA766C417809F41A2B9F4141087243EEF9766C41D00F232D2B9F414150A6F7EEF8766C415882323A2B9F4141D82BFFEFF7766C41101A54402B9F4141985257F1F6766C413095113F2B9F4141E0860BF2F5766C41503DE5382B9F4141605C10F3F4766C41D00F232D2B9F4141E8E117F4F3766C417809F41A2B9F41412C16CCF4F2766C41C80311742A9F4141C8624103F0766C4101000000010000000001000000FFFFFFFF0000000002,NULL,201,1,NULL,1.00762054,11.54621467,10.01200000,0.01200000,29.27613900,4,NULL,0,0.01525852,90,2.47087862
877,302410028,300724100813.00000000,271.00000000,10,PVC,0.00408841,COLLECTOR,NULL,NULL,88,LOW,2,NULL,17,300724100812.00000000,1.10795900,0x5F0D0000010406000000E099E3373C9D4141E4C457B49C776C41808F20024D9D41413855F7439A776C4150799A60649D41416812C8DE96776C4148BB642D889D4141547221AB91776C41E0ADBF1CA59D41413CEF19778D776C41B0DECE5FB19D4141404B2AAF8B776C4101000000010000000001000000FFFFFFFF0000000002,NULL,160,1,NULL,0.80208600,8.41894063,10.01200000,0.01200000,29.27613900,4,NULL,0,0.02021331,NULL,2.34743348
878,302410032,300724100815.00000000,180.00000000,10,PVC,0.00192565,COLLECTOR,NULL,NULL,88,LOW,2,NULL,17,300724100813.00000000,0.34661700,0x5F0D00000104030000005880A8226A9D41416CC36E12B0776C41B03E1E6C549D41412454C9E9A6776C41E099E3373C9D4141E4C457B49C776C4101000000010000000001000000FFFFFFFF0000000002,NULL,126,1,NULL,0.63164272,9.66043204,10.01200000,0.01200000,7.31903475,1,NULL,0,0.00760806,90,1.68307874
879,302410033,300724100816.00000000,350.00000000,10,PVC,0.00341546,LOCAL,NULL,NULL,88,LOW,2,NULL,17,300724100815.00000000,1.19541000,0x5F0D00000104070000004089E221DE9D4141080159CCD0776C41483525D8D79D41413C144506CF776C4158B0C628D69D414184CD998CCE776C413032EE0EA99D4141147343D3C1776C4148F2DC60A79D41419C7DEB59C1776C41781C86727A9D4141F4D2EDACB4776C415880A8226A9D41416CC36E12B0776C4101000000010000000001000000FFFFFFFF0000000002,NULL,121,1,NULL,0.60657754,6.96587145,10.01200000,0.01200000,36.59517375,5,NULL,0,0.01956360,NULL,2.22427731
880,302410034,300724100817.00000000,89.00000000,10,PVC,0.00272196,LOCAL,NULL,NULL,88,LOW,2,NULL,17,300724100816.00000000,0.24225400,0x5F0D0000011470B28D1EF99D4141F8CF53A6D9776C414089E221DE9D4141080159CCD0776C41,NULL,121,1,NULL,0.60657754,7.80295653,10.01200000,0.01200000,0.00000000,0,NULL,0,0.00000000,NULL,1.97343160
881,302410035,300724101305.00000000,300.00000000,10,PVC,0.00333771,LOCAL,NULL,NULL,88,LOW,2,NULL,17,300724100817.00000000,1.00131400,0x5F0D0000010407000000705E2FFF479E4141D80B0591F9776C41E8DF2EA4469E4141E0BA2804F9776C41B07A6623299E4141202D9B14ED776C41801834EF239E4141847647F9EA776C4138DF2E05049E414110D31E10DE776C4180BDFB65FF9D4141B424D330DC776C4170B28D1EF99D4141F8CF53A6D9776C4101000000010000000001000000FFFFFFFF0000000002,NULL,116,1,NULL,0.58151235,6.75535808,10.01200000,0.01200000,36.59517375,5,NULL,0,0.02282420,NULL,2.13236501
882,302410029,300724100814.00000000,300.00000000,10,PVC,0.00311917,COLLECTOR,NULL,NULL,88,LOW,2,NULL,17,300724100813.00000000,0.93575100,0x5F0D000001040400000020172F45BA9C414110D3EB6CAF776C41A8D3F30EDA9C4141141CC4D8AA776C41C01A8DD4119D4141D4E5CDCFA2776C41E099E3373C9D4141E4C457B49C776C4101000000010000000001000000FFFFFFFF0000000002,NULL,31,1,NULL,0.15540416,1.86748383,10.01200000,0.01200000,14.63806950,2,NULL,0,0.00912969,90,1.45742436
883,302410030,300724100701.00000000,343.00000000,10,PVC,0.00298271,COLLECTOR,NULL,NULL,88,LOW,2,NULL,17,300724100814.00000000,1.02307100,0x5F0D000001040400000038140A09269C4141E8EB5F08C5776C41B01C6D8E619C4141508B745BBC776C415805A3E29D9C41414C252F90B3776C4120172F45BA9C414110D3EB6CAF776C4101000000010000000001000000FFFFFFFF0000000002,NULL,29,1,NULL,0.14537809,1.78651709,10.01200000,0.01200000,14.63806950,2,NULL,0,0.00798515,NULL,1.36339703
884,302410037,300724100703.00000000,177.00000000,10,PVC,0.03400000,COLLECTOR,NULL,NULL,88,LOW,2,NULL,17,300724100701.00000000,NULL,0x5F0D000001040400000058D3CF9E529C4141DCA87B17D8776C413848D4FF3F9C4141244DC921D0776C414851542A3D9C4141841AF1EACE776C4138140A09269C4141E8EB5F08C5776C4101000000010000000001000000FFFFFFFF0000000002,NULL,24,1,NULL,0.12031290,0.43791162,10.01200000,0.01200000,14.63806950,2,NULL,0,0.01547404,90,4.23851748
